lon	lat
-115.9958333	37.1625
-115.9875	37.1625
-115.9791667	37.1625
-115.9375	37.1625
-116.4541667	37.15416667
-116.3458333	37.15416667
-116.3375	37.15416667
-116.0291667	37.15416667
-116.0041667	37.15416667
-115.9958333	37.15416667
-115.9875	37.15416667
-115.9791667	37.15416667
-115.9708333	37.15416667
-115.9458333	37.15416667
-116.3375	37.14583333
-116.3291667	37.14583333
-116.0208333	37.14583333
-115.9875	37.14583333
-115.9791667	37.14583333
-115.9708333	37.14583333
-115.9625	37.14583333
-115.9458333	37.14583333
-114.0208333	37.14583333
-116.3458333	37.1375
-116.0208333	37.1375
-115.9541667	37.1375
-115.9375	37.1375
-115.9291667	37.1375
-114.0208333	37.1375
-116.1708333	37.12916667
-116.1458333	37.12916667
-115.9958333	37.12916667
-115.9791667	37.12916667
-115.9375	37.12916667
-116.1875	37.12083333
-116.1708333	37.12083333
-116.1625	37.12083333
-116.1541667	37.12083333
-116.1375	37.12083333
-116.1041667	37.12083333
-116.0208333	37.12083333
-116.0125	37.12083333
-116.0041667	37.12083333
-115.9708333	37.12083333
-115.9541667	37.12083333
-115.9375	37.12083333
-116.1958333	37.1125
-116.1541667	37.1125
-116.1041667	37.1125
-116.0291667	37.1125
-116.0208333	37.1125
-115.9875	37.1125
-115.9541667	37.1125
-115.9458333	37.1125
-115.9375	37.1125
-115.9291667	37.1125
-116.1791667	37.10416667
-116.1208333	37.10416667
-116.0375	37.10416667
-115.9958333	37.10416667
-115.9541667	37.10416667
-115.9375	37.10416667
-113.9791667	37.10416667
-116.2291667	37.09583333
-116.1708333	37.09583333
-116.1625	37.09583333
-116.1458333	37.09583333
-116.0041667	37.09583333
-115.9875	37.09583333
-115.9791667	37.09583333
-115.9708333	37.09583333
-113.9458333	37.09583333
-116.1375	37.0875
-116.1291667	37.0875
-115.9958333	37.0875
-115.9875	37.0875
-115.9791667	37.0875
-115.9708333	37.0875
-115.9541667	37.0875
-115.9375	37.0875
-113.9375	37.0875
-116.1791667	37.07916667
-116.1625	37.07916667
-116.1291667	37.07916667
-116.0958333	37.07916667
-115.9875	37.07916667
-115.9625	37.07916667
-115.9541667	37.07916667
-117.2541667	37.07083333
-116.1291667	37.07083333
-116.1125	37.07083333
-116.0875	37.07083333
-115.9875	37.07083333
-115.9625	37.07083333
-115.9291667	37.07083333
-116.1791667	37.0625
-116.1375	37.0625
-116.0875	37.0625
-116.0625	37.0625
-116.0041667	37.0625
-115.9875	37.0625
-115.9791667	37.0625
-115.9458333	37.0625
-115.9375	37.0625
-115.9291667	37.0625
-113.8958333	37.0625
-113.5875	37.0625
-116.1708333	37.05416667
-116.1625	37.05416667
-116.1375	37.05416667
-116.1208333	37.05416667
-116.0791667	37.05416667
-116.0041667	37.05416667
-115.9791667	37.05416667
-115.9625	37.05416667
-115.9458333	37.05416667
-115.9291667	37.05416667
-116.1291667	37.04583333
-116.1208333	37.04583333
-116.0041667	37.04583333
-115.9875	37.04583333
-115.9791667	37.04583333
-115.9541667	37.04583333
-115.9375	37.04583333
-115.9291667	37.04583333
-116.1708333	37.0375
-116.1375	37.0375
-116.1291667	37.0375
-116.0708333	37.0375
-116.0041667	37.0375
-115.9791667	37.0375
-115.9708333	37.0375
-115.9625	37.0375
-115.9458333	37.0375
-116.1541667	37.02916667
-116.1291667	37.02916667
-116.1041667	37.02916667
-116.0875	37.02916667
-115.9791667	37.02916667
-115.9708333	37.02916667
-115.9291667	37.02916667
-116.2208333	37.02083333
-116.1625	37.02083333
-116.1375	37.02083333
-116.1208333	37.02083333
-116.0791667	37.02083333
-116.0625	37.02083333
-115.9958333	37.02083333
-115.9791667	37.02083333
-115.9708333	37.02083333
-115.9375	37.02083333
-116.1625	37.0125
-116.1541667	37.0125
-116.1458333	37.0125
-116.1291667	37.0125
-116.1208333	37.0125
-116.0958333	37.0125
-116.0791667	37.0125
-116.0708333	37.0125
-115.9875	37.0125
-115.9791667	37.0125
-115.9541667	37.0125
-115.9458333	37.0125
-113.9125	37.0125
-116.2125	37.00416667
-116.2041667	37.00416667
-116.1708333	37.00416667
-116.1625	37.00416667
-116.1541667	37.00416667
-116.1458333	37.00416667
-116.1291667	37.00416667
-116.1041667	37.00416667
-116.0541667	37.00416667
-115.9625	37.00416667
-116.2125	36.99583333
-116.1875	36.99583333
-116.1708333	36.99583333
-116.1625	36.99583333
-116.1458333	36.99583333
-116.1375	36.99583333
-116.1208333	36.99583333
-116.1041667	36.99583333
-116.0958333	36.99583333
-116.0875	36.99583333
-116.0708333	36.99583333
-115.9791667	36.99583333
-115.9625	36.99583333
-115.9458333	36.99583333
-115.9375	36.99583333
-115.9291667	36.99583333
-116.1625	36.9875
-116.1541667	36.9875
-116.1208333	36.9875
-116.1125	36.9875
-116.1041667	36.9875
-116.0791667	36.9875
-116.9875	36.97916667
-116.1458333	36.97916667
-116.1291667	36.97916667
-116.1125	36.97916667
-116.1041667	36.97916667
-116.0791667	36.97916667
-116.0625	36.97916667
-115.9791667	36.97916667
-115.9625	36.97916667
-115.9541667	36.97916667
-115.9458333	36.97916667
-113.8208333	36.97916667
-116.1708333	36.97083333
-116.1625	36.97083333
-116.1375	36.97083333
-116.1125	36.97083333
-116.1041667	36.97083333
-116.0875	36.97083333
-116.0791667	36.97083333
-116.0708333	36.97083333
-115.9875	36.97083333
-115.9708333	36.97083333
-115.9625	36.97083333
-115.9375	36.97083333
-115.9291667	36.97083333
-116.1958333	36.9625
-116.1791667	36.9625
-116.1625	36.9625
-116.1541667	36.9625
-116.1291667	36.9625
-116.1208333	36.9625
-116.1041667	36.9625
-116.0958333	36.9625
-116.0708333	36.9625
-116.0625	36.9625
-115.9875	36.9625
-115.9791667	36.9625
-115.9708333	36.9625
-115.9625	36.9625
-115.9541667	36.9625
-113.7791667	36.9625
-113.7708333	36.9625
-116.1791667	36.95416667
-116.1708333	36.95416667
-116.1541667	36.95416667
-116.0958333	36.95416667
-116.0708333	36.95416667
-116.0625	36.95416667
-116.0541667	36.95416667
-115.9791667	36.95416667
-115.9708333	36.95416667
-115.9625	36.95416667
-115.9541667	36.95416667
-113.8125	36.95416667
-113.8041667	36.95416667
-113.7958333	36.95416667
-116.1791667	36.94583333
-116.1625	36.94583333
-116.1458333	36.94583333
-116.1375	36.94583333
-116.1125	36.94583333
-116.0875	36.94583333
-116.0791667	36.94583333
-116.0541667	36.94583333
-115.9708333	36.94583333
-115.9458333	36.94583333
-115.9375	36.94583333
-115.9291667	36.94583333
-113.7958333	36.94583333
-116.1875	36.9375
-116.1791667	36.9375
-116.1708333	36.9375
-116.1458333	36.9375
-116.1291667	36.9375
-116.0958333	36.9375
-116.0875	36.9375
-115.9708333	36.9375
-115.9625	36.9375
-115.9541667	36.9375
-115.9291667	36.9375
-116.2791667	36.92916667
-116.1875	36.92916667
-116.1791667	36.92916667
-116.1625	36.92916667
-116.1458333	36.92916667
-116.1375	36.92916667
-116.1125	36.92916667
-116.0625	36.92916667
-116.0458333	36.92916667
-116.0291667	36.92916667
-115.9875	36.92916667
-115.9708333	36.92916667
-115.9625	36.92916667
-116.2708333	36.92083333
-116.2458333	36.92083333
-116.1958333	36.92083333
-116.1208333	36.92083333
-116.0875	36.92083333
-116.0708333	36.92083333
-116.0458333	36.92083333
-116.0041667	36.92083333
-115.9791667	36.92083333
-115.9708333	36.92083333
-115.9458333	36.92083333
-116.2375	36.9125
-116.1958333	36.9125
-116.1791667	36.9125
-116.1458333	36.9125
-116.1125	36.9125
-116.0791667	36.9125
-116.0708333	36.9125
-116.0541667	36.9125
-116.0375	36.9125
-115.9875	36.9125
-115.9625	36.9125
-115.9458333	36.9125
-115.9291667	36.9125
-116.8291667	36.90416667
-116.2125	36.90416667
-116.1875	36.90416667
-116.1791667	36.90416667
-116.1625	36.90416667
-116.1458333	36.90416667
-116.0958333	36.90416667
-116.0791667	36.90416667
-116.0208333	36.90416667
-115.9625	36.90416667
-115.9375	36.90416667
-115.9291667	36.90416667
-117.5041667	36.89583333
-116.8291667	36.89583333
-116.2208333	36.89583333
-116.1958333	36.89583333
-116.1708333	36.89583333
-116.1625	36.89583333
-116.1375	36.89583333
-116.0958333	36.89583333
-116.0791667	36.89583333
-116.0708333	36.89583333
-116.0458333	36.89583333
-116.0041667	36.89583333
-115.9791667	36.89583333
-114.3458333	36.89583333
-116.2625	36.8875
-116.2125	36.8875
-116.1791667	36.8875
-116.1708333	36.8875
-116.1625	36.8875
-116.1541667	36.8875
-116.1125	36.8875
-116.0875	36.8875
-115.9375	36.8875
-116.3041667	36.87916667
-116.2458333	36.87916667
-116.2041667	36.87916667
-116.1958333	36.87916667
-116.1708333	36.87916667
-116.1375	36.87916667
-116.1125	36.87916667
-116.0958333	36.87916667
-115.9625	36.87916667
-116.3291667	36.87083333
-116.3125	36.87083333
-116.2875	36.87083333
-116.2708333	36.87083333
-116.2625	36.87083333
-116.2541667	36.87083333
-116.2208333	36.87083333
-116.1958333	36.87083333
-116.1791667	36.87083333
-116.1708333	36.87083333
-116.1625	36.87083333
-116.1541667	36.87083333
-116.1041667	36.87083333
-116.0041667	36.87083333
-115.9791667	36.87083333
-115.9458333	36.87083333
-116.3041667	36.8625
-116.2875	36.8625
-116.2208333	36.8625
-116.1625	36.8625
-116.1541667	36.8625
-116.1291667	36.8625
-116.0958333	36.8625
-116.0875	36.8625
-116.0291667	36.8625
-116.0208333	36.8625
-116.0125	36.8625
-116.0041667	36.8625
-115.9708333	36.8625
-115.9541667	36.8625
-116.3291667	36.85416667
-116.3041667	36.85416667
-116.2625	36.85416667
-116.2541667	36.85416667
-116.2458333	36.85416667
-116.1791667	36.85416667
-116.1708333	36.85416667
-116.1291667	36.85416667
-116.2791667	36.84583333
-116.2708333	36.84583333
-116.2625	36.84583333
-116.2208333	36.84583333
-116.1625	36.84583333
-116.1375	36.84583333
-116.1291667	36.84583333
-116.1041667	36.84583333
-116.0958333	36.84583333
-116.0875	36.84583333
-115.9958333	36.84583333
-115.2875	36.84583333
-115.2791667	36.84583333
-115.2625	36.84583333
-113.9958333	36.84583333
-117.5541667	36.8375
-116.2375	36.8375
-116.2208333	36.8375
-116.2041667	36.8375
-116.1791667	36.8375
-116.1708333	36.8375
-116.0791667	36.8375
-116.0375	36.8375
-115.2791667	36.8375
-115.2708333	36.8375
-114.3541667	36.8375
-114.3458333	36.8375
-114.3375	36.8375
-114.3041667	36.8375
-114.2958333	36.8375
-114.2791667	36.8375
-114.2375	36.8375
-114.2291667	36.8375
-114.1791667	36.8375
-114.1625	36.8375
-114.1458333	36.8375
-114.1291667	36.8375
-116.5708333	36.82916667
-116.5625	36.82916667
-116.2291667	36.82916667
-116.1958333	36.82916667
-116.1875	36.82916667
-116.1208333	36.82916667
-115.9958333	36.82916667
-115.3041667	36.82916667
-115.2958333	36.82916667
-115.2875	36.82916667
-115.2708333	36.82916667
-115.2625	36.82916667
-115.2458333	36.82916667
-114.3708333	36.82916667
-114.3625	36.82916667
-114.3458333	36.82916667
-114.3375	36.82916667
-114.3291667	36.82916667
-114.2958333	36.82916667
-114.2875	36.82916667
-114.2625	36.82916667
-114.2541667	36.82916667
-114.2291667	36.82916667
-114.1791667	36.82916667
-114.1708333	36.82916667
-114.1458333	36.82916667
-114.1375	36.82916667
-116.5708333	36.82083333
-116.2875	36.82083333
-116.2125	36.82083333
-116.2041667	36.82083333
-115.3041667	36.82083333
-115.2958333	36.82083333
-115.2791667	36.82083333
-115.2541667	36.82083333
-114.4458333	36.82083333
-114.3541667	36.82083333
-114.3375	36.82083333
-114.3291667	36.82083333
-114.2875	36.82083333
-114.2791667	36.82083333
-114.2625	36.82083333
-114.2541667	36.82083333
-114.2458333	36.82083333
-114.2375	36.82083333
-114.2291667	36.82083333
-114.2125	36.82083333
-114.1708333	36.82083333
-114.1541667	36.82083333
-114.1375	36.82083333
-116.2125	36.8125
-116.2041667	36.8125
-116.0791667	36.8125
-115.3125	36.8125
-115.2958333	36.8125
-115.2875	36.8125
-114.4458333	36.8125
-114.4375	36.8125
-114.4291667	36.8125
-114.3625	36.8125
-114.3458333	36.8125
-114.2958333	36.8125
-114.2791667	36.8125
-114.2708333	36.8125
-114.2625	36.8125
-114.2458333	36.8125
-114.2291667	36.8125
-114.2208333	36.8125
-114.1875	36.8125
-114.1458333	36.8125
-116.1875	36.80416667
-115.2875	36.80416667
-115.2791667	36.80416667
-114.4625	36.80416667
-114.4541667	36.80416667
-114.4375	36.80416667
-114.4291667	36.80416667
-114.3875	36.80416667
-114.3791667	36.80416667
-114.3625	36.80416667
-114.3541667	36.80416667
-114.2958333	36.80416667
-114.2875	36.80416667
-114.2708333	36.80416667
-114.2625	36.80416667
-114.2541667	36.80416667
-114.2375	36.80416667
-114.2208333	36.80416667
-114.1875	36.80416667
-114.1791667	36.80416667
-116.1791667	36.79583333
-115.2958333	36.79583333
-115.2791667	36.79583333
-115.2708333	36.79583333
-114.4708333	36.79583333
-114.4541667	36.79583333
-114.4458333	36.79583333
-114.3958333	36.79583333
-114.3791667	36.79583333
-114.3708333	36.79583333
-114.3625	36.79583333
-114.3375	36.79583333
-114.2791667	36.79583333
-114.2625	36.79583333
-114.2541667	36.79583333
-114.2458333	36.79583333
-114.2291667	36.79583333
-114.2125	36.79583333
-114.2041667	36.79583333
-114.1875	36.79583333
-114.1791667	36.79583333
-117.4375	36.7875
-117.4291667	36.7875
-116.1958333	36.7875
-116.1875	36.7875
-116.1458333	36.7875
-116.1041667	36.7875
-115.2875	36.7875
-115.2708333	36.7875
-114.4791667	36.7875
-114.4625	36.7875
-114.3875	36.7875
-114.3708333	36.7875
-114.3625	36.7875
-114.3541667	36.7875
-114.2708333	36.7875
-114.2541667	36.7875
-114.2458333	36.7875
-114.2375	36.7875
-114.2208333	36.7875
-114.2041667	36.7875
-114.1958333	36.7875
-114.1875	36.7875
-116.1541667	36.77916667
-116.1125	36.77916667
-115.2875	36.77916667
-115.2791667	36.77916667
-115.2625	36.77916667
-114.4791667	36.77916667
-114.4708333	36.77916667
-114.4625	36.77916667
-114.4208333	36.77916667
-114.4041667	36.77916667
-114.3958333	36.77916667
-114.3875	36.77916667
-114.3791667	36.77916667
-114.3625	36.77916667
-114.3541667	36.77916667
-114.2541667	36.77916667
-114.2375	36.77916667
-114.2291667	36.77916667
-114.2125	36.77916667
-114.1958333	36.77916667
-114.1875	36.77916667
-116.2041667	36.77083333
-116.1791667	36.77083333
-116.1291667	36.77083333
-115.9375	36.77083333
-115.2875	36.77083333
-115.2791667	36.77083333
-115.2708333	36.77083333
-114.4708333	36.77083333
-114.4625	36.77083333
-114.4541667	36.77083333
-114.4291667	36.77083333
-114.4208333	36.77083333
-114.4125	36.77083333
-114.3958333	36.77083333
-114.3708333	36.77083333
-114.3541667	36.77083333
-114.2875	36.77083333
-114.2791667	36.77083333
-114.2708333	36.77083333
-114.2625	36.77083333
-114.2541667	36.77083333
-114.2458333	36.77083333
-114.2208333	36.77083333
-114.1875	36.77083333
-114.1791667	36.77083333
-116.2291667	36.7625
-116.2041667	36.7625
-116.1375	36.7625
-116.0958333	36.7625
-115.2958333	36.7625
-115.2875	36.7625
-115.2708333	36.7625
-115.2541667	36.7625
-115.2458333	36.7625
-114.4541667	36.7625
-114.4375	36.7625
-114.4208333	36.7625
-114.4125	36.7625
-114.4041667	36.7625
-114.3875	36.7625
-114.3625	36.7625
-114.3375	36.7625
-114.3291667	36.7625
-114.3208333	36.7625
-114.3125	36.7625
-114.2958333	36.7625
-114.2875	36.7625
-114.2791667	36.7625
-114.2541667	36.7625
-114.2458333	36.7625
-114.2375	36.7625
-114.2208333	36.7625
-116.2041667	36.75416667
-115.2875	36.75416667
-115.2791667	36.75416667
-115.2625	36.75416667
-115.2541667	36.75416667
-114.9791667	36.75416667
-114.4458333	36.75416667
-114.4291667	36.75416667
-114.4041667	36.75416667
-114.3958333	36.75416667
-114.3875	36.75416667
-114.3708333	36.75416667
-114.3625	36.75416667
-114.3541667	36.75416667
-114.3458333	36.75416667
-114.3291667	36.75416667
-114.3125	36.75416667
-114.3041667	36.75416667
-114.2875	36.75416667
-114.2791667	36.75416667
-114.2708333	36.75416667
-114.2458333	36.75416667
-114.2375	36.75416667
-114.2291667	36.75416667
-116.1875	36.74583333
-115.3125	36.74583333
-115.2958333	36.74583333
-115.2791667	36.74583333
-115.2708333	36.74583333
-115.2541667	36.74583333
-115.2458333	36.74583333
-115.0625	36.74583333
-115.0458333	36.74583333
-115.0375	36.74583333
-114.9958333	36.74583333
-114.9875	36.74583333
-114.9708333	36.74583333
-114.4375	36.74583333
-114.3875	36.74583333
-114.3791667	36.74583333
-114.3708333	36.74583333
-114.3541667	36.74583333
-114.3458333	36.74583333
-114.3375	36.74583333
-114.3208333	36.74583333
-114.2958333	36.74583333
-114.2791667	36.74583333
-114.2708333	36.74583333
-114.2625	36.74583333
-114.2375	36.74583333
-116.1875	36.7375
-116.1708333	36.7375
-115.3041667	36.7375
-115.2875	36.7375
-115.2791667	36.7375
-115.2708333	36.7375
-115.0708333	36.7375
-115.0541667	36.7375
-115.0375	36.7375
-115.0291667	36.7375
-115.0208333	36.7375
-115.0041667	36.7375
-114.9958333	36.7375
-114.9875	36.7375
-114.9791667	36.7375
-114.4541667	36.7375
-114.4458333	36.7375
-114.4125	36.7375
-114.3875	36.7375
-114.3791667	36.7375
-114.3625	36.7375
-114.3458333	36.7375
-114.3375	36.7375
-114.3291667	36.7375
-114.3125	36.7375
-114.2958333	36.7375
-114.2875	36.7375
-114.2708333	36.7375
-114.2625	36.7375
-114.2541667	36.7375
-117.5041667	36.72916667
-115.3041667	36.72916667
-115.2958333	36.72916667
-115.2708333	36.72916667
-115.0708333	36.72916667
-115.0625	36.72916667
-115.0458333	36.72916667
-115.0291667	36.72916667
-115.0125	36.72916667
-114.9958333	36.72916667
-114.9791667	36.72916667
-114.4041667	36.72916667
-114.3958333	36.72916667
-114.3791667	36.72916667
-114.3708333	36.72916667
-114.3541667	36.72916667
-114.3375	36.72916667
-114.3291667	36.72916667
-114.3041667	36.72916667
-114.2875	36.72916667
-114.2791667	36.72916667
-114.2708333	36.72916667
-114.0791667	36.72916667
-115.3041667	36.72083333
-115.2958333	36.72083333
-115.2875	36.72083333
-115.0625	36.72083333
-115.0541667	36.72083333
-115.0458333	36.72083333
-115.0375	36.72083333
-115.0291667	36.72083333
-115.0125	36.72083333
-115.0041667	36.72083333
-114.9875	36.72083333
-114.9708333	36.72083333
-114.3958333	36.72083333
-114.3875	36.72083333
-114.3708333	36.72083333
-114.3625	36.72083333
-114.3458333	36.72083333
-114.3375	36.72083333
-114.3208333	36.72083333
-114.1291667	36.72083333
-114.0791667	36.72083333
-114.0708333	36.72083333
-114.0541667	36.72083333
-115.9875	36.7125
-115.3208333	36.7125
-115.3125	36.7125
-115.2958333	36.7125
-115.2875	36.7125
-115.2791667	36.7125
-115.2708333	36.7125
-115.2625	36.7125
-115.2375	36.7125
-115.0375	36.7125
-115.0291667	36.7125
-115.0208333	36.7125
-115.0041667	36.7125
-114.9958333	36.7125
-114.9625	36.7125
-114.3875	36.7125
-114.3791667	36.7125
-114.3708333	36.7125
-114.3541667	36.7125
-114.3458333	36.7125
-114.3291667	36.7125
-114.3125	36.7125
-114.1458333	36.7125
-114.1375	36.7125
-114.0625	36.7125
-114.0458333	36.7125
-115.9791667	36.70416667
-115.3041667	36.70416667
-115.2958333	36.70416667
-115.2791667	36.70416667
-115.2625	36.70416667
-115.2541667	36.70416667
-115.0708333	36.70416667
